codigo,nome,capitulo,categoria
D33,Neoplasia benigna do encéfalo e de outras partes do sistema nervoso central,II - Neoplasias [tumores],D10-D36 Neoplasias [tumores] benignas(os)
D34,Neoplasia benigna da glândula tireóide,II - Neoplasias [tumores],D10-D36 Neoplasias [tumores] benignas(os)
D35,Neoplasia benigna de outras glândulas endócrinas e das não especificadas,II - Neoplasias [tumores],D10-D36 Neoplasias [tumores] benignas(os)
D36,Neoplasia benigna de outras localizações e de localizações não especificadas,II - Neoplasias [tumores],D10-D36 Neoplasias [tumores] benignas(os)
D37,Neoplasia de comportamento incerto ou desconhecido da cavidade oral e dos órgãos digestivos,II - Neoplasias [tumores],D37-D48 Neoplasias [tumores] de comportamento incerto ou desconhecido
D38,Neoplasia de comportamento incerto ou desconhecido do ouvido médio e dos órgãos respiratórios e intratorácicos,II - Neoplasias [tumores],D37-D48 Neoplasias [tumores] de comportamento incerto ou desconhecido
D39,Neoplasia de comportamento incerto ou desconhecido dos órgãos genitais femininos,II - Neoplasias [tumores],D37-D48 Neoplasias [tumores] de comportamento incerto ou desconhecido
D40,Neoplasia de comportamento incerto ou desconhecido dos órgãos genitais masculinos,II - Neoplasias [tumores],D37-D48 Neoplasias [tumores] de comportamento incerto ou desconhecido
D41,Neoplasia de comportamento incerto ou desconhecido dos órgãos urinários,II - Neoplasias [tumores],D37-D48 Neoplasias [tumores] de comportamento incerto ou desconhecido
D42,Neoplasia de comportamento incerto ou desconhecido das meninges,II - Neoplasias [tumores],D37-D48 Neoplasias [tumores] de comportamento incerto ou desconhecido
D43,Neoplasia de comportamento incerto ou desconhecido do encéfalo e do sistema nervoso central,II - Neoplasias [tumores],D37-D48 Neoplasias [tumores] de comportamento incerto ou desconhecido
D44,Neoplasia de comportamento incerto ou desconhecido das glândulas endócrinas,II - Neoplasias [tumores],D37-D48 Neoplasias [tumores] de comportamento incerto ou desconhecido
D45,Policitemia vera,II - Neoplasias [tumores],D37-D48 Neoplasias [tumores] de comportamento incerto ou desconhecido
D46,Síndromes mielodisplásicas,II - Neoplasias [tumores],D37-D48 Neoplasias [tumores] de comportamento incerto ou desconhecido
D47,"Outras neoplasias de comportamento incerto ou desconhecido dos tecidos linfático, hematopoético e tecidos correlatos",II - Neoplasias [tumores],D37-D48 Neoplasias [tumores] de comportamento incerto ou desconhecido
D48,Neoplasia de comportamento incerto ou desconhecido de outras localizações e de localizações não especificadas,II - Neoplasias [tumores],D37-D48 Neoplasias [tumores] de comportamento incerto ou desconhecido
D50,Anemia por deficiência de ferro,III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários,D50-D53 Anemias nutricionais
D51,Anemia por deficiência de vitamina B12,III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários,D50-D53 Anemias nutricionais
D52,Anemia por deficiência de folato,III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários,D50-D53 Anemias nutricionais
D53,Outras anemias nutricionais,III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários,D50-D53 Anemias nutricionais
D55,Anemia devida a transtornos enzimáticos,III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários,D55-D59 Anemias hemolíticas
D56,Talassemia,III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários,D55-D59 Anemias hemolíticas
D57,Transtornos falciformes,III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários,D55-D59 Anemias hemolíticas
D58,Outras anemias hemolíticas hereditárias,III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários,D55-D59 Anemias hemolíticas
D59,Anemia hemolítica adquirida,III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários,D55-D59 Anemias hemolíticas
D60,"Aplasia pura da série vermelha, adquirida [eritroblastopenia]",III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários,D60-D64 Anemias aplásticas e outras anemias
D61,Outras anemias aplásticas,III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários,D60-D64 Anemias aplásticas e outras anemias
D62,Anemia aguda pós-hemorrágica,III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários,D60-D64 Anemias aplásticas e outras anemias
D63,Anemia em doenças crônicas classificadas em outra parte,III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários,D60-D64 Anemias aplásticas e outras anemias
